micro_hab_data_tbl_id,location_table_id,transect_code,fish_data_id,date,count,species,fl_mm,dist_to_bottom,depth,focal_velocity,velocity,surface_turbidity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,channel_geomorphic_unit
176,15,18.3,NA,2001-08-20,0,NA,NA,NA,27,NA,0.65,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,riffle margin
177,15,18.4,NA,2001-08-20,0,NA,NA,NA,39,NA,0.18,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,riffle margin
178,15,21.1,NA,2001-08-20,0,NA,NA,NA,4,NA,0,0,100,0,0,0,0,0,70,0,0,30,0,100,0,0,riffle margin
179,15,21.2,NA,2001-08-20,0,NA,NA,NA,15,NA,0,0,90,0,0,0,10,0,10,0,0,90,0,100,0,0,riffle margin
180,15,21.3,NA,2001-08-20,0,NA,NA,NA,20,NA,0,0,100,0,0,0,0,0,40,0,0,60,0,100,0,0,riffle margin
181,15,21.4,NA,2001-08-20,0,NA,NA,NA,31,NA,0.4,0,0,0,0,100,0,0,60,0,0,40,0,100,0,0,riffle margin
182,15,24.1,NA,2001-08-20,0,NA,NA,NA,13,NA,0,0,75,0,0,0,25,0,85,0,0,15,0,100,0,0,riffle margin
183,15,24.2,NA,2001-08-20,0,NA,NA,NA,17,NA,0,0,75,0,0,0,25,0,85,0,0,15,0,100,0,0,riffle margin
184,15,24.3,NA,2001-08-20,0,NA,NA,NA,29,NA,0,0,80,0,0,10,10,0,65,0,0,35,0,100,0,0,riffle margin
185,15,24.4,NA,2001-08-20,0,NA,NA,NA,29,NA,0.24,0,0,0,0,100,0,0,85,0,0,15,0,100,0,0,riffle margin
186,16,0.1,NA,2001-08-20,0,NA,NA,NA,27,NA,1.6,0,0,0,40,0,60,0,100,0,0,0,0,90,10,0,riffle
187,16,0.2,NA,2001-08-20,0,NA,NA,NA,26,NA,1.06,0,0,0,30,0,70,0,100,0,0,0,0,100,0,0,riffle
188,16,0.3,NA,2001-08-20,0,NA,NA,NA,25,NA,1.55,0,0,0,90,0,10,0,100,0,0,0,0,100,0,0,riffle
189,16,0.4,NA,2001-08-20,0,NA,NA,NA,25,NA,1.36,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,riffle
190,16,3.1,NA,2001-08-20,0,NA,NA,NA,22,NA,0.37,0,0,50,0,0,50,0,100,0,0,0,0,90,10,0,riffle
191,16,3.2,NA,2001-08-20,0,NA,NA,NA,24,NA,1.85,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,riffle
192,16,3.3,NA,2001-08-20,0,NA,NA,NA,24,NA,1.64,0,0,0,50,50,0,0,100,0,0,0,0,100,0,0,riffle
193,16,3.4,NA,2001-08-20,0,NA,NA,NA,25,NA,1.75,0,0,10,0,80,10,0,100,0,0,0,0,100,0,0,riffle
194,16,6.1,NA,2001-08-20,0,NA,NA,NA,12,NA,0.56,0,0,75,0,0,25,0,100,0,0,0,0,100,0,0,riffle
195,16,6.2,NA,2001-08-20,0,NA,NA,NA,22,NA,0.71,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,riffle
196,16,6.3,NA,2001-08-20,0,NA,NA,NA,24,NA,1.06,0,0,60,0,0,40,0,100,0,0,0,0,100,0,0,riffle
197,16,6.4,NA,2001-08-20,0,NA,NA,NA,23,NA,1.73,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,riffle
198,16,9.1,NA,2001-08-20,0,NA,NA,NA,18,NA,0.31,0,0,0,50,0,50,0,90,10,0,0,0,90,10,0,riffle
199,16,9.2,NA,2001-08-20,0,NA,NA,NA,18,NA,0.59,0,0,20,0,0,80,0,100,0,0,0,0,100,0,0,riffle
200,16,9.3,NA,2001-08-20,0,NA,NA,NA,18,NA,1.45,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,riffle
201,16,9.4,NA,2001-08-20,0,NA,NA,NA,19,NA,1.32,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,riffle
202,16,12.1,NA,2001-08-20,0,NA,NA,NA,19,NA,0.88,0,0,50,0,0,50,0,90,0,0,10,0,100,0,0,riffle
203,16,12.2,NA,2001-08-20,0,NA,NA,NA,20,NA,0.91,0,0,60,0,20,20,0,100,0,0,0,0,100,0,0,riffle
204,16,12.3,NA,2001-08-20,0,NA,NA,NA,22,NA,1.06,0,0,50,0,0,50,0,100,0,0,0,0,100,0,0,riffle
205,16,12.4,NA,2001-08-20,0,NA,NA,NA,21,NA,1.75,0,0,75,0,25,0,0,100,0,0,0,0,100,0,0,riffle
206,16,15.1,NA,2001-08-20,0,NA,NA,NA,14,NA,0.27,0,50,0,0,50,0,0,90,10,0,0,0,100,0,0,riffle
207,16,15.2,NA,2001-08-20,0,NA,NA,NA,17,NA,0.39,0,0,30,30,40,0,0,90,10,0,0,0,100,0,0,riffle
208,16,15.3,NA,2001-08-20,0,NA,NA,NA,19,NA,1.11,0,0,80,20,0,0,0,100,0,0,0,0,100,0,0,riffle
209,16,15.4,NA,2001-08-20,0,NA,NA,NA,20,NA,1.32,0,0,30,0,70,0,0,100,0,0,0,0,100,0,0,riffle
210,16,18.1,NA,2001-08-20,0,NA,NA,NA,8,NA,0.31,0,0,0,45,0,45,10,80,20,0,0,0,80,20,0,riffle
211,16,18.2,NA,2001-08-20,0,NA,NA,NA,16,NA,0.82,0,0,0,50,0,50,0,85,15,0,0,0,100,0,0,riffle
212,16,18.3,NA,2001-08-20,0,NA,NA,NA,27,NA,1.15,0,0,25,0,25,50,0,100,0,0,0,0,100,0,0,riffle
213,16,18.4,NA,2001-08-20,0,NA,NA,NA,29,NA,1.6,0,0,40,0,0,60,0,100,0,0,0,0,100,0,0,riffle
214,16,21.1,NA,2001-08-20,0,NA,NA,NA,14,NA,0,0,0,20,0,0,80,0,90,10,0,0,0,80,20,0,riffle
215,16,21.2,NA,2001-08-20,0,NA,NA,NA,20,NA,0.56,0,0,50,0,30,20,0,100,0,0,0,0,100,0,0,riffle
216,16,21.3,NA,2001-08-20,0,NA,NA,NA,27,NA,0.8,0,0,20,0,80,0,0,100,0,0,0,0,100,0,0,riffle
217,16,21.4,NA,2001-08-20,0,NA,NA,NA,24,NA,1.22,0,0,10,0,90,0,0,100,0,0,0,0,100,0,0,riffle
218,16,24.1,NA,2001-08-20,0,NA,NA,NA,11,NA,0,0,0,20,30,50,0,0,80,0,0,20,0,90,10,0,riffle
219,16,24.2,NA,2001-08-20,0,NA,NA,NA,13,NA,0.75,0,0,50,0,50,0,0,85,15,0,0,0,100,0,0,riffle
220,16,24.3,NA,2001-08-20,0,NA,NA,NA,16,NA,1.5,0,0,50,0,50,0,0,100,0,0,0,0,100,0,0,riffle
221,16,24.4,NA,2001-08-20,0,NA,NA,NA,21,NA,0.18,0,0,30,30,0,40,0,100,0,0,0,0,100,0,0,riffle
222,17,0.1,NA,2001-08-20,0,NA,NA,NA,8,NA,0,0,0,50,40,10,0,0,90,0,0,10,0,100,0,0,glide margin
223,17,0.2,NA,2001-08-20,0,NA,NA,NA,14,NA,0,0,0,10,70,20,0,0,100,0,0,0,0,100,0,0,glide margin
224,17,0.3,NA,2001-08-20,0,NA,NA,NA,22,NA,0,0,0,10,40,50,0,0,90,10,0,0,0,100,0,0,glide margin
225,17,0.4,NA,2001-08-20,0,NA,NA,NA,27,NA,0,0,0,10,40,50,0,0,80,20,0,0,0,100,0,0,glide margin
226,17,3.1,NA,2001-08-20,0,NA,NA,NA,11,NA,0,0,0,90,10,0,0,0,80,0,0,20,0,90,10,0,glide margin
227,17,3.2,NA,2001-08-20,0,NA,NA,NA,16,NA,0,0,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide margin
228,17,3.3,NA,2001-08-20,0,NA,NA,NA,23,NA,0,0,0,0,40,60,0,0,90,10,0,0,0,100,0,0,glide margin
229,17,3.4,NA,2001-08-20,0,NA,NA,NA,26,NA,0,0,0,10,60,30,0,0,100,0,0,0,0,100,0,0,glide margin
230,17,6.1,NA,2001-08-20,0,NA,NA,NA,12,NA,0,0,0,20,70,10,0,0,60,40,0,0,0,100,0,0,glide margin
231,17,6.2,NA,2001-08-20,0,NA,NA,NA,23,NA,0,0,0,0,80,10,10,0,100,0,0,0,0,100,0,0,glide margin
232,17,6.3,NA,2001-08-20,0,NA,NA,NA,29,NA,0,0,0,0,50,50,0,0,90,10,0,0,0,100,0,0,glide margin
233,17,6.4,NA,2001-08-20,0,NA,NA,NA,43,NA,0,0,0,10,50,40,0,0,85,15,0,0,0,100,0,0,glide margin
234,17,9.1,NA,2001-08-20,0,NA,NA,NA,13,NA,0,0,0,20,70,10,0,0,100,0,0,0,0,100,0,0,glide margin
235,17,9.2,NA,2001-08-20,0,NA,NA,NA,23,NA,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide margin
236,17,9.3,NA,2001-08-20,0,NA,NA,NA,35,NA,0,0,0,0,50,50,0,0,90,10,0,0,0,100,0,0,glide margin
237,17,9.4,NA,2001-08-20,0,NA,NA,NA,47,NA,0.54,0,0,0,0,70,20,10,100,0,0,0,0,100,0,0,glide margin
238,17,12.1,NA,2001-08-20,0,NA,NA,NA,10,NA,0,0,0,20,60,20,0,0,90,0,0,10,0,100,0,0,glide margin
239,17,12.2,NA,2001-08-20,0,NA,NA,NA,19,NA,0,0,0,0,50,30,10,10,100,0,0,0,0,100,0,0,glide margin
240,17,12.3,NA,2001-08-20,0,NA,NA,NA,26,NA,0.42,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide margin
241,17,12.4,NA,2001-08-20,0,NA,NA,NA,39,NA,1,0,0,20,0,60,20,0,100,0,0,0,0,100,0,0,glide margin
242,17,15.1,NA,2001-08-20,0,NA,NA,NA,12,NA,0,0,0,0,50,50,0,0,90,0,0,10,0,0,0,100,glide margin
243,17,15.2,NA,2001-08-20,0,NA,NA,NA,21,NA,0.42,0,0,0,40,50,10,0,100,0,0,0,0,90,0,10,glide margin
244,17,15.3,NA,2001-08-20,0,NA,NA,NA,23,NA,1.13,0,0,0,40,50,10,0,100,0,0,0,0,100,0,0,glide margin
245,17,15.4,NA,2001-08-20,0,NA,NA,NA,32,NA,1.17,0,0,10,50,40,0,0,100,0,0,0,0,100,0,0,glide margin
246,17,18.1,NA,2001-08-20,0,NA,NA,NA,4,NA,0,0,0,0,60,10,0,30,100,0,0,0,0,100,0,0,glide margin
247,17,18.2,NA,2001-08-20,0,NA,NA,NA,21,NA,0,0,0,10,50,30,10,0,100,0,0,0,0,100,0,0,glide margin
248,17,18.3,NA,2001-08-20,0,NA,NA,NA,25,NA,0.95,0,0,0,50,50,0,0,90,10,0,0,0,100,0,0,glide margin
249,17,18.4,NA,2001-08-20,0,NA,NA,NA,27,NA,1.67,0,0,0,60,30,10,0,100,0,0,0,0,100,0,0,glide margin
250,17,21.1,NA,2001-08-20,0,NA,NA,NA,9,NA,0,0,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide margin
251,17,21.2,NA,2001-08-20,0,NA,NA,NA,18,NA,0.18,0,0,10,40,50,0,0,90,10,0,0,0,100,0,0,glide margin
252,17,21.3,NA,2001-08-20,0,NA,NA,NA,31,NA,0.52,0,0,0,70,10,20,0,90,0,0,10,0,100,0,0,glide margin
253,17,21.4,NA,2001-08-20,0,NA,NA,NA,36,NA,1.49,0,0,0,30,40,30,0,100,0,0,0,0,100,0,0,glide margin
254,17,24.1,NA,2001-08-20,0,NA,NA,NA,8,NA,0,0,0,0,20,50,30,0,100,0,0,0,0,100,0,0,glide margin
255,17,24.2,NA,2001-08-20,0,NA,NA,NA,17,NA,0,0,0,10,30,30,30,0,100,0,0,0,0,100,0,0,glide margin
256,17,24.3,NA,2001-08-20,0,NA,NA,NA,29,NA,1.47,0,0,0,60,20,20,0,100,0,0,0,0,100,0,0,glide
257,17,24.4,NA,2001-08-20,0,NA,NA,NA,34,NA,2.75,0,0,0,20,30,50,0,100,0,0,0,0,100,0,0,glide
258,18,0.1,NA,2001-08-20,0,NA,NA,NA,31,NA,0.43,10,0,0,70,20,10,0,100,0,0,0,0,80,20,0,glide margin
259,18,0.2,NA,2001-08-20,0,NA,NA,NA,65,NA,2.3,10,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
260,18,0.3,NA,2001-08-20,0,NA,NA,NA,73,NA,2.47,10,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
261,18,0.4,NA,2001-08-20,0,NA,NA,NA,76,NA,2.83,10,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide
262,18,3.1,NA,2001-08-20,0,NA,NA,NA,27,NA,1.37,10,0,0,10,60,30,0,100,0,0,0,0,80,20,0,glide margin
263,18,3.2,NA,2001-08-20,0,NA,NA,NA,47,NA,2.24,10,0,0,20,70,10,0,85,0,0,15,0,100,0,0,glide
264,18,3.3,NA,2001-08-20,0,NA,NA,NA,61,NA,3.3,10,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
265,18,3.4,NA,2001-08-20,0,NA,NA,NA,66,NA,3.68,10,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
266,18,6.1,NA,2001-08-20,0,NA,NA,NA,29,NA,2.33,10,0,0,10,40,10,40,80,0,0,20,0,90,10,0,glide
267,18,6.2,NA,2001-08-20,0,NA,NA,NA,50,NA,3.37,10,0,0,20,80,0,0,85,0,0,15,0,100,0,0,glide
268,18,6.3,NA,2001-08-20,0,NA,NA,NA,70,NA,3.1,10,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide
269,18,6.4,NA,2001-08-20,0,NA,NA,NA,79,NA,3.02,10,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
270,18,9.1,NA,2001-08-20,0,NA,NA,NA,24,NA,1.34,10,0,0,40,50,10,0,80,0,0,20,0,90,10,0,glide margin
271,18,9.2,NA,2001-08-20,0,NA,NA,NA,53,NA,3.17,10,0,0,10,80,10,0,90,0,0,10,0,100,0,0,glide
272,18,9.3,NA,2001-08-20,0,NA,NA,NA,65,NA,3.09,10,0,0,50,50,0,0,90,0,0,10,0,100,0,0,glide
273,18,9.4,NA,2001-08-20,0,NA,NA,NA,69,NA,3.4,10,0,0,20,70,10,0,100,0,0,0,0,100,0,0,glide
274,18,12.1,NA,2001-08-20,0,NA,NA,NA,29,NA,3.42,10,0,0,80,20,0,0,90,0,0,10,0,90,10,0,glide margin
275,18,12.2,NA,2001-08-20,0,NA,NA,NA,57,NA,4,10,0,0,10,90,0,0,100,0,0,0,0,100,0,0,glide
276,18,12.3,NA,2001-08-20,0,NA,NA,NA,60,NA,3.8,10,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
277,18,12.4,NA,2001-08-20,0,NA,NA,NA,60,NA,4.17,10,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
278,18,15.1,NA,2001-08-20,0,NA,NA,NA,39,NA,1.16,10,0,0,60,40,0,0,100,0,0,0,0,90,10,0,glide margin
279,18,15.2,NA,2001-08-20,0,NA,NA,NA,81,NA,2.54,10,0,0,10,70,20,0,100,0,0,0,0,100,0,0,glide
280,18,15.3,NA,2001-08-20,0,NA,NA,NA,83,NA,1.8,10,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
281,18,15.4,NA,2001-08-20,0,NA,NA,NA,85,NA,3.14,10,0,0,10,70,20,0,100,0,0,0,0,100,0,0,glide
282,18,18.1,NA,2001-08-20,0,NA,NA,NA,25,NA,2.47,10,0,0,20,60,20,0,100,0,0,0,0,90,10,0,glide
283,18,18.2,NA,2001-08-20,0,NA,NA,NA,42,NA,2.9,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,glide
284,18,18.3,NA,2001-08-20,0,NA,NA,NA,48,NA,3.66,10,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
285,18,18.4,65,2001-08-20,1,steelhead trout (wild),220,0.029999999,71,3.2,3.2,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide
286,18,21.1,NA,2001-08-20,0,NA,NA,NA,28,NA,1.9,10,0,0,10,60,20,10,90,0,0,10,0,80,10,10,glide
287,18,21.2,NA,2001-08-20,0,NA,NA,NA,46,NA,2.04,10,0,0,80,10,10,0,100,0,0,0,0,100,0,0,glide
288,18,21.3,NA,2001-08-20,0,NA,NA,NA,57,NA,2.47,10,0,0,10,50,40,0,100,0,0,0,0,100,0,0,glide
289,18,21.4,NA,2001-08-20,0,NA,NA,NA,63,NA,2.43,10,0,0,0,90,10,0,100,0,0,0,0,100,0,0,glide
290,18,24.1,NA,2001-08-20,0,NA,NA,NA,35,NA,1.45,10,0,0,20,60,20,0,70,0,0,30,0,90,10,0,glide
291,18,24.2,NA,2001-08-20,0,NA,NA,NA,44,NA,1.86,10,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
292,18,24.3,NA,2001-08-20,0,NA,NA,NA,62,NA,2,10,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide
293,18,24.4,NA,2001-08-20,0,NA,NA,NA,64,NA,2.22,10,0,0,20,70,10,0,100,0,0,0,0,100,0,0,glide
294,19,0.1,NA,2001-08-20,0,NA,NA,NA,22,NA,0,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,pool
295,19,0.2,NA,2001-08-20,0,NA,NA,NA,35,NA,0.6,0,0,100,0,0,0,0,20,10,0,70,0,100,0,0,pool
296,19,0.3,NA,2001-08-20,0,NA,NA,NA,38,NA,0.18,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,pool
297,19,0.4,NA,2001-08-20,0,NA,NA,NA,52,NA,0,0,0,60,40,0,0,0,100,0,0,0,0,100,0,0,glide margin
298,19,3.1,NA,2001-08-20,0,NA,NA,NA,15,NA,0,0,0,30,70,0,0,0,50,0,0,50,0,90,10,0,pool
299,19,3.2,NA,2001-08-20,0,NA,NA,NA,24,NA,0,0,0,20,80,0,0,0,100,0,0,0,0,100,0,0,pool
300,19,3.3,NA,2001-08-20,0,NA,NA,NA,38,NA,0.77,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
301,19,3.4,NA,2001-08-20,0,NA,NA,NA,40,NA,1.81,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
302,19,6.1,NA,2001-08-20,0,NA,NA,NA,13,NA,0,0,0,30,70,0,0,0,70,0,0,30,0,90,10,0,glide margin
303,19,6.2,NA,2001-08-20,0,NA,NA,NA,21,NA,1.78,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
304,19,6.3,NA,2001-08-20,0,NA,NA,NA,31,NA,2.98,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
305,19,6.4,66,2001-08-20,1,steelhead trout (wild),180,0.029999999,36,1.41,2.97,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
305,19,6.4,67,2001-08-20,1,steelhead trout (wild),200,0.029999999,36,1.8099999,2.97,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
305,19,6.4,68,2001-08-20,1,steelhead trout (wild),210,0.029999999,36,1.8099999,2.97,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
306,19,9.1,NA,2001-08-20,0,NA,NA,NA,20,NA,2.16,0,0,0,100,0,0,0,90,0,0,10,0,20,80,0,glide
307,19,9.2,NA,2001-08-20,0,NA,NA,NA,29,NA,3,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
308,19,9.3,69,2001-08-20,1,steelhead trout (wild),160,0.029999999,32,3.4400001,3.38,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide
308,19,9.3,70,2001-08-20,1,steelhead trout (wild),200,0.029999999,32,3.21,3.38,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide
309,19,9.4,NA,2001-08-20,0,NA,NA,NA,32,NA,2.62,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
310,19,12.1,NA,2001-08-20,0,NA,NA,NA,21,NA,2.6,0,0,0,90,10,0,0,100,0,0,0,0,20,80,0,glide
311,19,12.2,NA,2001-08-20,0,NA,NA,NA,28,NA,2.94,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
312,19,12.3,NA,2001-08-20,0,NA,NA,NA,33,NA,2.8,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide
313,19,12.4,NA,2001-08-20,0,NA,NA,NA,23,NA,0.64,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,glide margin
314,19,15.1,NA,2001-08-20,0,NA,NA,NA,20,NA,2.52,0,0,0,100,0,0,0,90,0,0,10,0,80,0,20,glide
315,19,15.2,NA,2001-08-20,0,NA,NA,NA,21,NA,2.91,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
316,19,15.3,NA,2001-08-20,0,NA,NA,NA,25,NA,3.16,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide
317,19,15.4,NA,2001-08-20,0,NA,NA,NA,17,NA,3.11,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
318,19,18.1,NA,2001-08-20,0,NA,NA,NA,16,NA,2.41,0,0,0,90,10,0,0,100,0,0,0,0,0,0,100,glide
319,19,18.2,NA,2001-08-20,0,NA,NA,NA,24,NA,2.41,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
320,19,18.3,NA,2001-08-20,0,NA,NA,NA,21,NA,2.16,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
321,19,18.4,NA,2001-08-20,0,NA,NA,NA,23,NA,2.75,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
322,19,21.1,NA,2001-08-20,0,NA,NA,NA,31,NA,2.03,0,0,70,30,0,0,0,100,0,0,0,0,0,0,100,glide
323,19,21.2,NA,2001-08-20,0,NA,NA,NA,31,NA,2.45,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,glide
324,19,21.3,NA,2001-08-20,0,NA,NA,NA,41,NA,2.18,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
325,19,21.4,NA,2001-08-20,0,NA,NA,NA,19,NA,2.42,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
326,19,24.1,NA,2001-08-20,0,NA,NA,NA,32,NA,0.41,0,0,50,50,0,0,0,100,0,0,0,0,25,0,75,glide
327,19,24.2,NA,2001-08-20,0,NA,NA,NA,37,NA,1.7,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
328,19,24.3,NA,2001-08-20,0,NA,NA,NA,39,NA,0.57,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
329,19,24.4,NA,2001-08-20,0,NA,NA,NA,28,NA,1.06,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,glide
330,20,0.1,NA,2001-08-20,0,NA,NA,NA,44,NA,2.47,0,0,0,80,20,0,0,90,0,0,0,10,100,0,0,glide
331,20,0.2,NA,2001-08-20,0,NA,NA,NA,45,NA,2.48,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
332,20,0.3,NA,2001-08-20,0,NA,NA,NA,41,NA,0.37,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
333,20,0.4,NA,2001-08-20,0,NA,NA,NA,23,NA,0.39,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
334,20,3.1,NA,2001-08-20,0,NA,NA,NA,28,NA,1.16,0,0,10,90,0,0,0,100,0,0,0,0,80,10,10,glide
335,20,3.2,NA,2001-08-20,0,NA,NA,NA,32,NA,1.62,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
336,20,3.3,NA,2001-08-20,0,NA,NA,NA,33,NA,1.88,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
337,20,3.4,NA,2001-08-20,0,NA,NA,NA,33,NA,1.88,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide
338,20,6.1,NA,2001-08-20,0,NA,NA,NA,5,NA,0.63,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,glide
339,20,6.2,NA,2001-08-20,0,NA,NA,NA,16,NA,1.96,0,0,0,100,0,0,0,100,0,0,0,0,40,30,30,glide
340,20,6.3,NA,2001-08-20,0,NA,NA,NA,16,NA,2.56,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide
341,20,6.4,NA,2001-08-20,0,NA,NA,NA,21,NA,1.81,0,0,20,70,10,0,0,100,0,0,0,0,100,0,0,glide
342,20,9.1,NA,2001-08-20,0,NA,NA,NA,11,NA,0,0,0,60,40,0,0,0,100,0,0,0,0,0,0,100,glide margin
343,20,9.2,NA,2001-08-20,0,NA,NA,NA,32,NA,0.85,0,0,0,90,10,0,0,100,0,0,0,0,0,0,100,glide
344,20,9.3,NA,2001-08-20,0,NA,NA,NA,35,NA,0.44,0,0,20,80,0,0,0,100,0,0,0,0,90,0,10,glide
345,20,9.4,NA,2001-08-20,0,NA,NA,NA,35,NA,0.49,0,0,20,80,0,0,0,100,0,0,0,0,100,0,0,glide
346,20,12.1,NA,2001-08-20,0,NA,NA,NA,20,NA,1.95,0,0,0,90,10,0,0,100,0,0,0,0,0,0,100,glide
347,20,12.2,NA,2001-08-20,0,NA,NA,NA,22,NA,2.5,0,0,0,70,30,0,0,100,0,0,0,0,10,0,90,glide
348,20,12.3,NA,2001-08-20,0,NA,NA,NA,14,NA,2.1,0,0,0,50,50,0,0,100,0,0,0,0,90,0,10,glide
349,20,12.4,NA,2001-08-20,0,NA,NA,NA,16,NA,1.7,0,0,10,70,20,0,0,100,0,0,0,0,100,0,0,glide margin
350,20,15.1,NA,2001-08-20,0,NA,NA,NA,24,NA,1.7,0,0,0,80,20,0,0,100,0,0,0,0,90,10,0,glide
351,20,15.2,NA,2001-08-20,0,NA,NA,NA,36,NA,1.9,0,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
352,20,15.3,NA,2001-08-20,0,NA,NA,NA,35,NA,1.4,0,0,0,10,90,0,0,100,0,0,0,0,100,0,0,glide
353,20,15.4,NA,2001-08-20,0,NA,NA,NA,37,NA,1.1,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,glide
354,20,18.1,NA,2001-08-20,0,NA,NA,NA,12,NA,0,0,0,0,100,0,0,0,90,0,0,10,0,0,10,90,pool
355,20,18.2,NA,2001-08-20,0,NA,NA,NA,22,NA,1.4,0,0,0,90,10,0,0,65,25,0,10,0,70,20,10,glide margin
356,20,18.3,NA,2001-08-20,0,NA,NA,NA,49,NA,1.5,0,0,0,10,80,10,0,100,0,0,0,0,0,0,100,glide
357,20,18.4,NA,2001-08-20,0,NA,NA,NA,42,NA,1.4,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,glide
358,20,21.1,NA,2001-08-20,0,NA,NA,NA,15,NA,1.7,0,0,0,30,70,0,0,100,0,0,0,0,30,60,10,glide margin
359,20,21.2,NA,2001-08-20,0,NA,NA,NA,24,NA,1.96,0,0,10,80,10,0,0,100,0,0,0,0,100,0,0,glide
360,20,21.3,NA,2001-08-20,0,NA,NA,NA,16,NA,2.8,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
361,20,21.4,NA,2001-08-20,0,NA,NA,NA,21,NA,2.19,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide
362,20,24.1,NA,2001-08-20,0,NA,NA,NA,8,NA,0,0,0,20,80,0,0,0,90,10,0,0,0,30,40,30,pool
363,20,24.2,NA,2001-08-20,0,NA,NA,NA,27,NA,0.63,0,0,10,90,0,0,0,60,40,0,0,0,40,60,0,glide
